|6.6.6
contcrust_091219_4.tab                                                                              
           2
T(K)    
   273.14999999999998     
   16.160101010101009     
         100
P(bar)  
   1.0000000000000000     
   1010.0909090909091     
         100
           3
T(K)           P(bar)         rho,kg/m3     
  1695.239       4041.364       2697.974    
  1711.399       4041.364       2660.812    
  1727.559       4041.364       2607.652    
  1743.719       4041.364       2617.248    
  1759.879       4041.364       2614.147    
  1776.039       4041.364       2610.413    
  1792.199       4041.364       2610.200    
  1808.360       4041.364       2593.224    
  1824.520       4041.364       2596.907    
  1840.680       4041.364       2562.119    
  1856.840       4041.364       2560.328    
  1873.000       4041.364       2558.456    
  273.1500       5051.455       2984.889    
  289.3101       5051.455       3008.737    
  305.4702       5051.455       3009.768    
  321.6303       5051.455       3010.815    
  337.7904       5051.455       3136.395    
  353.9505       5051.455       3135.407    
  370.1106       5051.455       2967.875    
  386.2707       5051.455       2966.640    
  402.4308       5051.455       2965.894    
  418.5909       5051.455       2964.693    
  434.7510       5051.455       2964.353    
  450.9111       5051.455       2963.116    
  467.0712       5051.455       2962.476    
  483.2313       5051.455       2959.837    
  499.3914       5051.455       2959.782    
  515.5515       5051.455       2957.580    
  531.7116       5051.455       2958.035    
  547.8717       5051.455       2956.705    
  564.0318       5051.455       2957.722    
  580.1919       5051.455       2955.623    
  596.3520       5051.455       2954.346    
  612.5121       5051.455       2952.884    
  628.6722       5051.455       2952.240    
  644.8323       5051.455       2950.331    
  660.9924       5051.455       2913.004    
  677.1525       5051.455       2908.354    
  693.3126       5051.455       2895.952    
  709.4727       5051.455       2889.572    
  725.6328       5051.455       2900.887    
  741.7929       5051.455       2896.632    
  757.9530       5051.455       2883.721    
  774.1131       5051.455       2883.590    
  790.2732       5051.455       2883.900    
  806.4333       5051.455       2879.277    
  822.5934       5051.455       2875.911    
  838.7535       5051.455       2870.281    
  854.9136       5051.455       2868.918    
  871.0737       5051.455       2867.383    
  887.2338       5051.455       2861.126    
  903.3939       5051.455       2862.532    
  919.5540       5051.455       2854.902    
  935.7141       5051.455       2852.964    
  951.8742       5051.455       2854.419    
  968.0343       5051.455       2848.172    
  984.1944       5051.455       2852.087    
  1000.355       5051.455       2842.783    
  1016.515       5051.455       2847.391    
  1032.675       5051.455       2836.857    
  1048.835       5051.455       2838.068    
  1064.995       5051.455       2834.399    
  1081.155       5051.455       2832.882    
  1097.315       5051.455       2835.998    
  1113.475       5051.455       2828.497    
  1129.635       5051.455       2832.110    
  1145.795       5051.455       2826.184    
  1161.956       5051.455       2829.228    
  1178.116       5051.455       2827.814    
  1194.276       5051.455       2823.618    
  1210.436       5051.455       2824.143    
  1226.596       5051.455       2823.911    
  1242.756       5051.455       2822.248    
  1258.916       5051.455       2821.291    
  1275.076       5051.455       2816.962    
  1291.236       5051.455       2814.910    
  1307.396       5051.455       2817.342    
  1323.557       5051.455       2809.977    
  1339.717       5051.455       2813.078    
  1355.877       5051.455       2809.879    
  1372.037       5051.455       2809.582    
  1388.197       5051.455       2806.011    
  1404.357       5051.455       2807.950    
  1420.517       5051.455       2809.405    
  1436.677       5051.455       2803.751    
  1452.837       5051.455       2800.678    
  1468.997       5051.455       2803.920    
  1485.158       5051.455       2800.368    
  1501.318       5051.455       2801.985    
  1517.478       5051.455       2790.917    
  1533.638       5051.455       2788.110    
  1549.798       5051.455       2773.504    
  1565.958       5051.455       2758.977    
  1582.118       5051.455       2768.501    
  1598.278       5051.455       2759.632    
  1614.438       5051.455       2760.906    
  1630.598       5051.455       2723.234    
  1646.759       5051.455       2721.577    
  1662.919       5051.455       2732.715    
  1679.079       5051.455       2729.586    
  1695.239       5051.455       2710.254    
  1711.399       5051.455       2702.549    
  1727.559       5051.455       2687.710    
  1743.719       5051.455       2632.273    
  1759.879       5051.455       2630.580    
  1776.039       5051.455       2627.740    
  1792.199       5051.455       2610.417    
  1808.360       5051.455       2615.227    
  1824.520       5051.455       2615.415    
  1840.680       5051.455       2609.089    
  1856.840       5051.455       2598.885    
  1873.000       5051.455       2568.066    
  273.1500       6061.545       3001.091    
  289.3101       6061.545       3014.171    
  305.4702       6061.545       3015.312    
  321.6303       6061.545       3140.510    
  337.7904       6061.545       3139.533    
  353.9505       6061.545       3138.624    
  370.1106       6061.545       3137.641    
  386.2707       6061.545       3136.613    
  402.4308       6061.545       3135.640    
  418.5909       6061.545       2969.561    
  434.7510       6061.545       2968.578    
  450.9111       6061.545       2968.239    
  467.0712       6061.545       2967.549    
  483.2313       6061.545       2966.338    
  499.3914       6061.545       2964.235    
  515.5515       6061.545       2967.111    
  531.7116       6061.545       2967.034    
  547.8717       6061.545       2966.289    
  564.0318       6061.545       2963.574    
  580.1919       6061.545       2963.422    
  596.3520       6061.545       2960.589    
  612.5121       6061.545       2959.446    
  628.6722       6061.545       2956.975    
  644.8323       6061.545       2955.277    
  660.9924       6061.545       2953.621    
  677.1525       6061.545       2934.367    
  693.3126       6061.545       2918.988    
  709.4727       6061.545       2910.672    
  725.6328       6061.545       2906.688    
  741.7929       6061.545       2897.685    
  757.9530       6061.545       2893.116    
  774.1131       6061.545       2891.068    
  790.2732       6061.545       2889.031    
  806.4333       6061.545       2887.098    
  822.5934       6061.545       2885.058    
  838.7535       6061.545       2882.369    
  854.9136       6061.545       2880.113    
  871.0737       6061.545       2877.883    
  887.2338       6061.545       2875.263    
  903.3939       6061.545       2873.699    
  919.5540       6061.545       2870.694    
  935.7141       6061.545       2866.677    
  951.8742       6061.545       2863.443    
  968.0343       6061.545       2861.859    
  984.1944       6061.545       2858.046    
  1000.355       6061.545       2854.795    
  1016.515       6061.545       2855.902    
  1032.675       6061.545       2848.368    
  1048.835       6061.545       2846.713    
  1064.995       6061.545       2845.864    
  1081.155       6061.545       2844.979    
