|6.6.6
basalt_0_h2o_allmorb_11092020_4.tab                                                                 
           2
T(K)    
   273.14999999999998     
   16.160101010101009     
         100
P(bar)  
   1.0000000000000000     
   1010.0909090909091     
         100
           3
T(K)           P(bar)         H2O,wt%       
  709.4727       5051.455       0.000000    
  725.6328       5051.455       0.000000    
  741.7929       5051.455       0.000000    
  757.9530       5051.455       0.000000    
  774.1131       5051.455       0.000000    
  790.2732       5051.455       0.000000    
  806.4333       5051.455       0.000000    
  822.5934       5051.455       0.000000    
  838.7535       5051.455       0.000000    
  854.9136       5051.455       0.000000    
  871.0737       5051.455       0.000000    
  887.2338       5051.455       0.000000    
  903.3939       5051.455       0.000000    
  919.5540       5051.455       0.000000    
  935.7141       5051.455       0.000000    
  951.8742       5051.455       0.000000    
  968.0343       5051.455       0.000000    
  984.1944       5051.455       0.000000    
  1000.355       5051.455       0.000000    
  1016.515       5051.455       0.000000    
  1032.675       5051.455       0.000000    
  1048.835       5051.455       0.000000    
  1064.995       5051.455       0.000000    
  1081.155       5051.455       0.000000    
  1097.315       5051.455       0.000000    
  1113.475       5051.455       0.000000    
  1129.635       5051.455       0.000000    
  1145.795       5051.455       0.000000    
  1161.956       5051.455       0.000000    
  1178.116       5051.455       0.000000    
  1194.276       5051.455       0.000000    
  1210.436       5051.455       0.000000    
  1226.596       5051.455       0.000000    
  1242.756       5051.455       0.000000    
  1258.916       5051.455       0.000000    
  1275.076       5051.455       0.000000    
  1291.236       5051.455       0.000000    
  1307.396       5051.455       0.000000    
  1323.557       5051.455       0.000000    
  1339.717       5051.455       0.000000    
  1355.877       5051.455       0.000000    
  1372.037       5051.455       0.000000    
  1388.197       5051.455       0.000000    
  1404.357       5051.455       0.000000    
  1420.517       5051.455       0.000000    
  1436.677       5051.455       0.000000    
  1452.837       5051.455       0.000000    
  1468.997       5051.455       0.000000    
  1485.158       5051.455       0.000000    
  1501.318       5051.455       0.000000    
  1517.478       5051.455       0.000000    
  1533.638       5051.455       0.000000    
  1549.798       5051.455       0.000000    
  1565.958       5051.455       0.000000    
  1582.118       5051.455       0.000000    
  1598.278       5051.455       0.000000    
  1614.438       5051.455       0.000000    
  1630.598       5051.455       0.000000    
  1646.759       5051.455       0.000000    
  1662.919       5051.455       0.000000    
  1679.079       5051.455       0.000000    
  1695.239       5051.455       0.000000    
  1711.399       5051.455       0.000000    
  1727.559       5051.455       0.000000    
  1743.719       5051.455       0.000000    
  1759.879       5051.455       0.000000    
  1776.039       5051.455       0.000000    
  1792.199       5051.455       0.000000    
  1808.360       5051.455       0.000000    
  1824.520       5051.455       0.000000    
  1840.680       5051.455       0.000000    
  1856.840       5051.455       0.000000    
  1873.000       5051.455       0.000000    
  273.1500       6061.545       0.000000    
  289.3101       6061.545       0.000000    
  305.4702       6061.545       0.000000    
  321.6303       6061.545       0.000000    
  337.7904       6061.545       0.000000    
  353.9505       6061.545       0.000000    
  370.1106       6061.545       0.000000    
  386.2707       6061.545       0.000000    
  402.4308       6061.545       0.000000    
  418.5909       6061.545       0.000000    
  434.7510       6061.545       0.000000    
  450.9111       6061.545       0.000000    
  467.0712       6061.545       0.000000    
  483.2313       6061.545       0.000000    
  499.3914       6061.545       0.000000    
  515.5515       6061.545       0.000000    
  531.7116       6061.545       0.000000    
  547.8717       6061.545       0.000000    
  564.0318       6061.545       0.000000    
  580.1919       6061.545       0.000000    
  596.3520       6061.545       0.000000    
  612.5121       6061.545       0.000000    
  628.6722       6061.545       0.000000    
  644.8323       6061.545       0.000000    
  660.9924       6061.545       0.000000    
  677.1525       6061.545       0.000000    
  693.3126       6061.545       0.000000    
  709.4727       6061.545       0.000000    
  725.6328       6061.545       0.000000    
  741.7929       6061.545       0.000000    
  757.9530       6061.545       0.000000    
  774.1131       6061.545       0.000000    
  790.2732       6061.545       0.000000    
  806.4333       6061.545       0.000000    
  822.5934       6061.545       0.000000    
  838.7535       6061.545       0.000000    
  854.9136       6061.545       0.000000    
  871.0737       6061.545       0.000000    
  887.2338       6061.545       0.000000    
  903.3939       6061.545       0.000000    
  919.5540       6061.545       0.000000    
  935.7141       6061.545       0.000000    
  951.8742       6061.545       0.000000    
  968.0343       6061.545       0.000000    
  984.1944       6061.545       0.000000    
  1000.355       6061.545       0.000000    
  1016.515       6061.545       0.000000    
  1032.675       6061.545       0.000000    
  1048.835       6061.545       0.000000    
  1064.995       6061.545       0.000000    
  1081.155       6061.545       0.000000    
  1097.315       6061.545       0.000000    
  1113.475       6061.545       0.000000    
  1129.635       6061.545       0.000000    
  1145.795       6061.545       0.000000    
  1161.956       6061.545       0.000000    
  1178.116       6061.545       0.000000    
  1194.276       6061.545       0.000000    
  1210.436       6061.545       0.000000    
  1226.596       6061.545       0.000000    
  1242.756       6061.545       0.000000    
  1258.916       6061.545       0.000000    
  1275.076       6061.545       0.000000    
  1291.236       6061.545       0.000000    
  1307.396       6061.545       0.000000    
  1323.557       6061.545       0.000000    
  1339.717       6061.545       0.000000    
  1355.877       6061.545       0.000000    
  1372.037       6061.545       0.000000    
  1388.197       6061.545       0.000000    
  1404.357       6061.545       0.000000    
  1420.517       6061.545       0.000000    
  1436.677       6061.545       0.000000    
  1452.837       6061.545       0.000000    
  1468.997       6061.545       0.000000    
  1485.158       6061.545       0.000000    
  1501.318       6061.545       0.000000    
  1517.478       6061.545       0.000000    
  1533.638       6061.545       0.000000    
  1549.798       6061.545       0.000000    
  1565.958       6061.545       0.000000    
  1582.118       6061.545       0.000000    
  1598.278       6061.545       0.000000    
  1614.438       6061.545       0.000000    
  1630.598       6061.545       0.000000    
  1646.759       6061.545       0.000000    
  1662.919       6061.545       0.000000    
  1679.079       6061.545       0.000000    
  1695.239       6061.545       0.000000    
  1711.399       6061.545       0.000000    
  1727.559       6061.545       0.000000    
  1743.719       6061.545       0.000000    
  1759.879       6061.545       0.000000    
  1776.039       6061.545       0.000000    
  1792.199       6061.545       0.000000    
  1808.360       6061.545       0.000000    
  1824.520       6061.545       0.000000    
  1840.680       6061.545       0.000000    
  1856.840       6061.545       0.000000    
  1873.000       6061.545       0.000000    
  273.1500       7071.636       0.000000    
  289.3101       7071.636       0.000000    
  305.4702       7071.636       0.000000    
  321.6303       7071.636       0.000000    
  337.7904       7071.636       0.000000    
  353.9505       7071.636       0.000000    
  370.1106       7071.636       0.000000    
  386.2707       7071.636       0.000000    
  402.4308       7071.636       0.000000    
  418.5909       7071.636       0.000000    
  434.7510       7071.636       0.000000    
  450.9111       7071.636       0.000000    
  467.0712       7071.636       0.000000    
  483.2313       7071.636       0.000000    
  499.3914       7071.636       0.000000    
  515.5515       7071.636       0.000000    
  531.7116       7071.636       0.000000    
  547.8717       7071.636       0.000000    
  564.0318       7071.636       0.000000    
  580.1919       7071.636       0.000000    
  596.3520       7071.636       0.000000    
  612.5121       7071.636       0.000000    
  628.6722       7071.636       0.000000    
  644.8323       7071.636       0.000000    
  660.9924       7071.636       0.000000    
  677.1525       7071.636       0.000000    
  693.3126       7071.636       0.000000    
  709.4727       7071.636       0.000000    
  725.6328       7071.636       0.000000    
  741.7929       7071.636       0.000000    
  757.9530       7071.636       0.000000    
  774.1131       7071.636       0.000000    
  790.2732       7071.636       0.000000    
  806.4333       7071.636       0.000000    
  822.5934       7071.636       0.000000    
  838.7535       7071.636       0.000000    
  854.9136       7071.636       0.000000    
  871.0737       7071.636       0.000000    
  887.2338       7071.636       0.000000    
  903.3939       7071.636       0.000000    
  919.5540       7071.636       0.000000    
  935.7141       7071.636       0.000000    
  951.8742       7071.636       0.000000    
  968.0343       7071.636       0.000000    
  984.1944       7071.636       0.000000    
  1000.355       7071.636       0.000000    
  1016.515       7071.636       0.000000    
  1032.675       7071.636       0.000000    
  1048.835       7071.636       0.000000    
  1064.995       7071.636       0.000000    
  1081.155       7071.636       0.000000    
  1097.315       7071.636       0.000000    
  1113.475       7071.636       0.000000    
  1129.635       7071.636       0.000000    
  1145.795       7071.636       0.000000    
  1161.956       7071.636       0.000000    
  1178.116       7071.636       0.000000    
  1194.276       7071.636       0.000000    
  1210.436       7071.636       0.000000    
  1226.596       7071.636       0.000000    
  1242.756       7071.636       0.000000    
  1258.916       7071.636       0.000000    
  1275.076       7071.636       0.000000    
  1291.236       7071.636       0.000000    
  1307.396       7071.636       0.000000    
  1323.557       7071.636       0.000000    
  1339.717       7071.636       0.000000    
  1355.877       7071.636       0.000000    
  1372.037       7071.636       0.000000    
  1388.197       7071.636       0.000000    
  1404.357       7071.636       0.000000    
  1420.517       7071.636       0.000000    
  1436.677       7071.636       0.000000    
  1452.837       7071.636       0.000000    
  1468.997       7071.636       0.000000    
  1485.158       7071.636       0.000000    
  1501.318       7071.636       0.000000    
  1517.478       7071.636       0.000000    
  1533.638       7071.636       0.000000    
  1549.798       7071.636       0.000000    
  1565.958       7071.636       0.000000    
  1582.118       7071.636       0.000000    
  1598.278       7071.636       0.000000    
  1614.438       7071.636       0.000000    
  1630.598       7071.636       0.000000    
  1646.759       7071.636       0.000000    
  1662.919       7071.636       0.000000    
  1679.079       7071.636       0.000000    
  1695.239       7071.636       0.000000    
  1711.399       7071.636       0.000000    
  1727.559       7071.636       0.000000    
  1743.719       7071.636       0.000000    
  1759.879       7071.636       0.000000    
  1776.039       7071.636       0.000000    
